dyadid,year,ccode,ctry,conflictid,sidea2nd,side_b,sideb2nd,rebbest2010,lnintv_ratiolag,lnratio_scale,multreb,lnbdbest,lnarea,age,lagpolityalt,laggdpper,lnlagtpop,lngov,lagrebdum2010,lagreb2010
99,1989,541,Mozambique,136,Zimbabwe (Rhodesia),Renamo,,435,,-1.3217559,0,7.0475168,13.346,12,-7,6.6353688,9.5429478,0,,
99,1990,541,Mozambique,136,Zimbabwe (Rhodesia),Renamo,,228,-2.1400661,-1.3217559,0,7.363914,13.346,13,-7,6.7327948,9.5457411,0,1,435
99,1991,541,Mozambique,136,,Renamo,,549,-2.1400661,-1.3217559,0,7.1906762,13.346,14,-7,6.7976055,9.5575409,0,1,228
99,1992,541,Mozambique,136,,Renamo,,212,0,-1.3217559,0,5.7365718,13.346,15,-6,6.79603,9.5763712,0,1,549
110,1991,436,Niger,255,,FLAA,,0,,,1,3.713572,13.66243,0,-7,6.7052107,8.9529934,0,0,0
110,1992,436,Niger,178,,FLAA,,0,0,,1,3.401197,13.66243,1,1,6.6419258,8.9860716,0,0,0
111,1994,436,Niger,178,,CRA,,0,,,1,3.9318261,13.66243,0,8,6.6019769,9.031333,0,0,0
112,1997,436,Niger,178,,UFRA,,0,,,1,0,13.66243,1,-6,6.6065421,9.1553564,0,0,0
113,1995,436,Niger,212,,FDR,,0,,,1,3.5553479,10.37635,0,8,6.6488938,9.0877209,3.4657359,0,0
114,1997,436,Niger,212,,FARS,,0,,,1,3.258096,10.37635,0,-6,6.6065421,9.1553564,0,0,0
127,1990,517,Rwanda,179,Democratic Republic of Congo (Zaire),FPR,,52,,.089612052,0,7.0264268,9.7641687,0,-7,6.8971291,8.8546648,7.0621915,0,0
127,1991,517,Rwanda,179,,FPR,,0,,.4462871,0,5.036952,9.5063887,1,-7,7.1409841,8.8791943,0,1,52
127,1992,517,Rwanda,179,,FPR,,49,0,.4462871,0,4.4773369,9.5063887,2,-7,7.004065,8.8053751,5.7137327,0,0
127,1993,517,Rwanda,179,,FPR,,53,0,.6286087,0,5.869297,10.04841,3,-7,7.0344672,8.7323046,5.8289456,1,49
127,1994,517,Rwanda,179,,FPR,,806,0,.66035748,0,6.962244,10.04841,4,-7,6.9490795,8.6443539,11.924804,1,53
128,1997,517,Rwanda,179,,PALIR/FDLR/OppAll,,809,,-.69314724,0,6.2105999,10.04841,0,-6,6.8050356,8.5935984,8.1394405,1,1171
128,1998,517,Rwanda,179,,PALIR/FDLR/OppAll,,1079,0,-1.704748,0,6.999423,10.04841,1,-6,6.8184433,8.679822,0,1,809
128,1999,517,Rwanda,179,,PALIR/FDLR/OppAll,,51,0,-1.8325814,0,5.7557421,10.04841,2,-6,6.9035964,8.7954311,0,1,1079
128,2000,517,Rwanda,179,,PALIR/FDLR/OppAll,,63,0,-1.4271164,0,5.0498562,10.04841,3,-6,6.9172201,8.8866854,0,1,51
128,2001,517,Rwanda,179,,PALIR/FDLR/OppAll,,0,0,-1.4271164,0,6.9527292,10.04841,4,-4,6.9256639,8.9532518,0,1,63
128,2002,517,Rwanda,179,,PALIR/FDLR/OppAll,,0,0,-1.4271164,0,4.0943451,10.04841,5,-4,6.9929786,8.9541569,0,0,0
128,2003,517,Rwanda,179,,PALIR/FDLR/OppAll,,0,0,-1.5141276,0,0,10.04841,6,-4,7.1047521,9.0523996,0,0,0
128,2004,517,Rwanda,179,,PALIR/FDLR/OppAll,,66,0,-1.6094379,0,0,10.04841,7,-3,7.1529655,9.0693531,0,0,0
129,1990,433,Senegal,180,,MFDC,,0,,-3.2188756,0,4.077538,11.11124,2,-1,7.2309685,8.8682728,0,0,0
129,1991,433,Senegal,180,,MFDC,,0,0,-3.6243408,0,0,11.11124,3,-1,7.2735782,8.8953552,0,0,0
129,1992,433,Senegal,180,,MFDC,,51,0,-3.6243408,0,4.3694482,11.11124,4,-1,7.2777452,8.9225254,0,0,0
129,1993,433,Senegal,180,,MFDC,,49,0,-3.2188756,0,5.4553208,11.11124,5,-1,7.2820807,8.9494953,0,1,51
129,1994,433,Senegal,180,,MFDC,,0,0,-3.2188756,0,0,11.11124,6,-1,7.2502522,8.9762621,0,1,49
129,1995,433,Senegal,180,,MFDC,,25,0,-3.2188756,0,5.703783,11.11124,7,-1,7.2421184,9.0029469,0,0,0
129,1996,433,Senegal,180,,MFDC,,0,0,-2.9957323,0,0,11.11124,8,-1,7.2396889,9.0296574,0,1,25
129,1997,433,Senegal,180,,MFDC,,39,0,-2.9957323,0,5.768321,11.11124,9,-1,7.2731757,9.0562563,0,0,0
129,1998,433,Senegal,180,,MFDC,,57,0,-2.9957323,0,5.493062,11.11124,10,-1,7.2922964,9.0827341,3.713572,1,39
129,1999,433,Senegal,180,,MFDC,,0,0,-1.7917595,0,0,11.11124,11,-1,7.3179426,9.1053133,0,1,57
129,2000,433,Senegal,180,,MFDC,,0,0,-1.7917595,0,3.871201,11.11124,12,-1,7.3345447,9.1312971,0,0,0
129,2001,433,Senegal,180,,MFDC,,0,0,-1.7917595,0,3.526361,11.11124,13,8,7.3597031,9.1570454,0,0,0
129,2002,433,Senegal,180,,MFDC,,0,0,-1.7917595,0,0,11.11124,14,8,7.5207329,9.1764736,0,0,0
129,2003,433,Senegal,180,,MFDC,,0,0,-1.6292406,0,3.688879,11.11124,15,8,7.5298896,9.201602,0,0,0
130,1991,451,Sierra Leone,187,,RUF,,91,,-2.8332133,0,5.9864521,10.84683,0,-7,6.8021169,8.2932997,0,0,0
130,1992,451,Sierra Leone,187,,RUF,,0,0,-1.8245491,0,5.1929569,10.84683,1,-6,6.7254295,8.3039999,0,1,91
130,1993,451,Sierra Leone,187,,RUF,,0,0,-2.4849067,0,5.7899599,10.84683,2,-7,6.6041875,8.3104153,0,0,0
130,1994,451,Sierra Leone,187,,RUF,,261,0,-3.0910425,0,6.2614918,10.84683,3,-7,6.620966,8.3160553,0,0,0
130,1995,451,Sierra Leone,187,,RUF,,173,0,-2.7972813,0,6.6592941,10.84683,4,-7,6.6650848,8.3253059,0,1,261
130,1996,451,Sierra Leone,187,,RUF,,167,0,-2.7080503,0,4.3694482,10.84683,5,-7,6.77949,8.3416491,0,1,173
130,1997,451,Sierra Leone,187,,RUF/AFRC,,0,0,,1,5.7651911,10.84683,6,4,6.8258724,8.3656721,4.4998097,1,167
130,1998,451,Sierra Leone,187,,RUF/AFRC,,262,0,2.0541239,1,7.5310159,10.84683,7,0,6.5567927,8.3957033,0,0,0
130,1999,451,Sierra Leone,187,,RUF,,367,0,1.6094379,0,7.3466549,10.84683,8,0,6.5357928,8.4268303,0,1,262
130,2000,451,Sierra Leone,187,United Kingdom,RUF,,36,0,1.6094379,0,5.0434251,10.84683,9,0,6.4529634,8.4589281,0,1,367
131,1997,,,,,,,0,,,,,,,,,,4.4998097,0,0
131,1998,,,,,,,0,,,,,,,,,,0,0,0
131,1999,,,,,,,0,,,,,,,,,,0,,
132,1997,451,Sierra Leone,187,,Kamajors,,,,.93155825,1,5.7651911,10.84683,0,4,6.8258724,8.3656721,,,
132,1998,451,Sierra Leone,187,,Kamajors,,0,0,1.0986123,1,7.5310159,10.84683,1,0,6.5567927,8.3957033,0,0,0
132,1999,,,,,,,0,,,,,,,,,,0,0,0
148,1989,500,Uganda,118,,UPA,,0,,-3.3322046,1,6.9196839,11.69487,2,-7,6.2868729,9.6663723,0,,
148,1990,500,Uganda,118,,UPA,,40,0,-4.2484951,1,6.43294,11.69487,3,-7,6.3386474,9.6916552,4.3944492,0,0
148,1991,500,Uganda,118,,UPA,,0,0,-4.2484951,1,6.7499309,11.69487,4,-7,6.4066157,9.7201052,4.0943446,1,40
148,1992,,,,,,,0,,,,,,,,,,0,0,0
151,1989,500,Uganda,118,,LRA,,26,,-3.3322046,1,6.9196839,11.69487,1,-7,6.2868729,9.6663723,0,,
151,1990,500,Uganda,118,,LRA,,63,0,-4.2484951,1,6.43294,11.69487,2,-7,6.3386474,9.6916552,4.3944492,1,26
151,1991,500,Uganda,118,,LRA,,102,0,-4.2484951,1,6.7499309,11.69487,3,-7,6.4066157,9.7201052,4.0943446,1,63
151,1992,500,Uganda,118,,LRA,,0,0,-5.857933,0,4.2904601,11.69487,4,-7,6.4325218,9.7520828,0,1,102
151,1993,500,Uganda,118,,LRA,,0,0,-5.857933,0,0,11.69487,5,-7,6.4588556,9.7867289,0,0,0
151,1994,500,Uganda,118,,LRA,,0,0,-5.5214605,0,5.0106349,11.43381,6,-4,6.5225043,9.8222771,0,0,0
151,1995,500,Uganda,118,,LRA,,275,0,-3.9120231,0,5.6903601,11.43381,7,-4,6.7153349,9.8563957,0,0,0
151,1996,500,Uganda,118,,LRA,,585,0,-2.3538785,1,7.123673,11.43381,8,-4,6.7532277,9.865941,0,1,275
151,1997,500,Uganda,118,,LRA,,452,0,-1.9616585,1,6.7900972,11.43381,9,-4,6.7569089,9.8958588,0,1,585
151,1998,500,Uganda,118,,LRA,,105,0,-2.324564,1,6.726233,11.43381,10,-4,6.8497872,9.9251509,0,1,452
151,1999,500,Uganda,118,,LRA,,33,0,-1.9740809,1,5.8749309,11.43381,11,-4,6.8811235,9.9308109,0,1,105
151,2000,500,Uganda,118,,LRA,,94,0,-3.4011974,1,5.9635792,11.43381,12,-4,6.9345236,9.9590635,0,1,33
151,2001,500,Uganda,118,,LRA,,60,0,-3.7806871,1,5.2729998,11.43381,13,-4,6.9639373,9.9886551,0,1,94
151,2002,500,Uganda,118,,LRA,,1054,0,-3.4477174,1,6.9911771,11.43381,14,-4,7.0033565,10.05664,0,1,60
151,2003,500,Uganda,118,,LRA,,635,0,-3.5347288,1,6.4692502,11.43381,15,-4,7.0333123,10.08868,0,1,1054
151,2004,500,Uganda,118,,LRA,,957,0,-3.1135154,0,7.3846102,11.43381,16,-4,7.0761299,10.12065,0,1,635
151,2005,500,Uganda,118,Sudan,LRA,,308,0,-2.8903718,0,6.5453501,11.69487,17,-4,7.166266,10.15269,0,1,957
151,2006,500,Uganda,118,,LRA,,47,-3.0445225,-2.8903718,0,5.402678,11.69487,18,-1,,10.18471,0,1,308
151,2007,500,Uganda,118,,LRA,,67,0,-2.8903718,0,4.5217891,11.69487,19,-1,,10.21673,0,1,47
151,2008,500,Uganda,118,"Democratic Republic of Congo (Zaire), Sudan",LRA,,731,0,-4.3174882,0,3.9889841,11.69487,20,-1,,10.24874,0,1,67
152,1996,500,Uganda,118,,WNBF,,0,,-2.3538785,1,7.123673,11.43381,1,-4,6.7532277,9.865941,0,0,0
153,1996,500,Uganda,118,,ADF,,0,,-2.3538785,1,7.123673,11.43381,0,-4,6.7532277,9.865941,0,0,0
153,1997,500,Uganda,118,,ADF,,144,0,-1.9616585,1,6.7900972,11.43381,1,-4,6.7569089,9.8958588,0,0,0
153,1998,500,Uganda,118,,ADF,,208,0,-2.324564,1,6.726233,11.43381,2,-4,6.8497872,9.9251509,0,1,144
153,1999,500,Uganda,118,,ADF,,245,0,-1.9740809,1,5.8749309,11.43381,3,-4,6.8811235,9.9308109,0,1,208
153,2000,500,Uganda,118,,ADF,,96,0,-3.4011974,1,5.9635792,11.43381,4,-4,6.9345236,9.9590635,0,1,245
153,2001,500,Uganda,118,,ADF,,0,0,-3.7449689,1,5.2729998,11.43381,5,-4,6.9639373,9.9886551,0,1,96
153,2002,500,Uganda,118,,ADF,,0,0,-3.4477174,1,6.9911771,11.43381,6,-4,7.0033565,10.05664,0,0,0
153,2003,500,Uganda,118,,ADF,,0,0,-3.2470467,1,6.4692502,11.43381,7,-4,7.0333123,10.08868,0,0,0
153,2007,,,,,,,0,,,,,,,,,,0,0,0
158,1989,581,Comoros,167,,Pres Guard,,0,,-.35667497,0,3.401197,6.9388151,0,-7,7.3728533,6.196444,0,,
189,1997,484,"Congo, Republic of",214,"Angola, Chad",Cobras,"Angola, Chad",0,,-1.7917595,0,9.2137346,11.53,0,5,7.4905686,7.8890839,5.872118,0,0
190,1992,540,Angola,192,,FLEC (both factions),,0,,-1.0498221,1,0,8.7485514,0,-3,6.8336134,9.1606255,0,0,0
190,1993,540,Angola,192,,FLEC (both factions),,0,0,-1.0451491,1,0,8.7485514,1,0,6.9515905,9.2694578,0,0,0
190,1994,540,Angola,192,,FLEC (both factions),,0,0,-.78944135,1,3.9318261,8.7485514,2,-1,7.057106,9.2235527,0,0,0
190,1995,540,Angola,192,,FLEC (both factions),,0,0,-.75397676,1,0,8.7485514,3,-1,7.1525431,9.255887,0,0,0
190,1996,540,Angola,192,,FLEC (both factions),,0,0,-.67045581,0,4.2904601,8.7485514,4,-2,7.2396598,9.2887821,0,0,0
190,1997,540,Angola,192,,FLEC (both factions),,0,0,-.71468908,0,3.9318261,8.7485514,5,-2,7.3197923,9.3223286,0,0,0
190,1998,540,Angola,192,,FLEC (both factions),,0,0,-1.2718415,1,3.5553479,8.7485514,6,-3,7.3939767,9.3560848,0,0,0
190,1999,540,Angola,192,,FLEC (both factions),,0,0,-.61420399,1,0,8.7485514,7,-3,7.4630361,9.4002991,0,0,0
190,2000,540,Angola,192,,FLEC (both factions),,0,0,-.8382225,1,0,8.7485514,8,-3,7.5276327,9.4318027,0,0,0
190,2001,540,Angola,192,,FLEC (both factions),,0,0,-1.0527823,1,0,8.7485514,9,-3,7.5883136,9.4632759,0,0,0
190,2002,540,Angola,192,,FLEC (both factions),,0,0,-1.1634268,1,4.025352,8.7485514,10,-3,7.6118426,9.4636641,0,0,0
190,2003,,,,,,,0,,,,,,,,,,4.0943446,0,0
190,2004,540,Angola,192,,FLEC (both factions),,0,,-6.1807065,0,3.6375861,8.7485514,12,-2,7.6501689,9.6580343,0,0,0
190,2005,,,,,,,0,,,,,,,,,,0,0,0
190,2006,,,,,,,0,,,,,,,,,,0,0,0
190,2007,540,Angola,192,,FLEC (both factions),,0,,-6.1807065,0,3.258096,8.7485514,15,-2,,9.7461901,0,0,0
190,2008,,,,,,,0,,,,,,,,,,0,0,0
191,1991,,,,,,,0,,,,,,,,,,0,0,0
191,1992,,,,,,,0,,,,,,,,,,0,0,0
191,1993,,,,,,,0,,,,,,,,,,0,0,0
191,1994,,,,,,,0,,,,,,,,,,0,0,0
191,1995,,,,,,,0,,,,,,,,,,0,0,0
191,1996,,,,,,,0,,,,,,,,,,0,0,0
191,1997,,,,,,,0,,,,,,,,,,0,0,0
191,2002,,,,,,,0,,,,,,,,,,0,0,0
207,1989,520,Somalia,141,,SNM,,0,,-1.6094379,1,5.9401708,13.33779,7,-7,6.5842938,9.0304956,6.5352411,,
207,1990,520,Somalia,141,,SNM,,0,0,-1.5353301,1,7.9050732,13.33779,8,-7,6.6396146,9.0465269,0,0,0
207,1991,520,Somalia,141,,SNM,,0,0,1.5824093,1,9.0020857,13.33779,9,-7,6.7141585,9.0621881,0,0,0
207.10001,1989,520,Somalia,141,,SSDF,,,,,1,5.9401708,13.33779,0,-7,6.5842938,9.0304956,,,
207.10001,1990,520,Somalia,141,,SSDF,,,0,,1,7.9050732,13.33779,1,-7,6.6396146,9.0465269,,,
207.10001,1991,520,Somalia,141,,SSDF,,,0,1.5824093,1,9.0020857,13.33779,2,-7,6.7141585,9.0621881,,,
208,1989,520,Somalia,141,,SPM,,0,,-1.6094379,1,5.9401708,13.33779,0,-7,6.5842938,9.0304956,6.5352411,,
208,1990,520,Somalia,141,,SPM,,0,0,-1.5353301,1,7.9050732,13.33779,1,-7,6.6396146,9.0465269,0,0,0
208,1991,520,Somalia,141,,SPM,,0,0,1.5824093,1,9.0020857,13.33779,2,-7,6.7141585,9.0621881,0,0,0
210,1990,520,Somalia,141,,USC,,0,,-1.5353301,1,7.9050732,13.33779,0,-7,6.6396146,9.0465269,0,0,0
210,1991,520,Somalia,141,,USC,,50,0,1.5824093,1,9.0020857,13.33779,1,-7,6.7141585,9.0621881,0,0,0
211,1991,520,Somalia,141,,USC Faction/SNA,,0,,1.5824093,1,9.0020857,13.33779,0,-7,6.7141585,9.0621881,0,0,0
211,1992,520,Somalia,141,,USC Faction/SNA,,0,0,-.22314361,0,7.051856,13.33779,1,0,6.753438,9.0771523,0,0,0
211,1993,520,Somalia,141,,USC Faction/SNA,,0,0,0,0,3.258096,13.33779,2,0,6.7076569,9.0920076,0,0,0
211,1994,520,Somalia,141,,USC Faction/SNA,,0,0,0,0,5.47227,13.33779,3,0,6.7488651,9.108861,0,0,0
211,1995,520,Somalia,141,,USC Faction/SNA,,0,0,0,0,4.6539602,13.33779,4,0,6.5375609,9.1304312,0,0,0
211,1996,520,Somalia,141,,USC Faction/SNA,,0,0,0,0,5.5490761,13.33779,5,0,6.5398459,9.1580992,0,0,0
212,2001,520,Somalia,141,,SRRC,,0,,.69314712,0,5.4205351,13.33779,0,0,6.524487,9.2199936,0,0,0
212,2002,520,Somalia,141,,SRRC,,0,0,.69314712,0,4.5747108,13.33779,1,0,6.5454788,9.2199936,0,0,0
216,1989,200,United Kingdom,119,,PIRA/IRA,,0,,-6.555831,0,3.4965079,9.1087694,19,10,9.5908155,10.95357,0,,
216,1990,200,United Kingdom,119,,PIRA/IRA,,0,0,-6.4016805,0,3.713572,9.1087694,20,10,9.6496592,10.95707,0,0,0
216,1991,200,United Kingdom,119,,PIRA/IRA,,0,0,-6.7381525,0,3.3322051,9.1087694,21,10,9.7017431,10.9606,0,0,0
217,1989,840,Philippines,10,,NPA,,64,,-.73881727,1,6.721426,12.57234,20,8,7.7623577,10.98055,0,,
217,1990,840,Philippines,10,,NPA,,0,0,-.83411348,1,7.079185,12.57234,21,8,7.8101172,11.00372,0,1,64
217,1991,840,Philippines,10,,NPA,,0,0,-.88152468,1,7.5416832,12.57234,22,8,7.8637667,11.02647,0,0,0
217,1992,840,Philippines,10,,NPA,,0,0,-1.2008331,1,6.0684261,12.57234,23,8,7.888113,11.06181,0,0,0
217,1993,840,Philippines,10,,NPA,,0,0,-1.4053426,1,4.6051698,12.57234,24,8,7.9021029,11.08734,0,0,0
217,1994,840,Philippines,10,,NPA,,0,0,-1.2326831,1,4.2766662,12.57234,25,8,7.9086666,11.11218,0,0,0
217,1995,840,Philippines,10,,NPA,,0,0,-1.182199,1,3.610918,12.57234,26,8,7.9714484,11.1364,0,0,0
217,1996,840,Philippines,10,,NPA,,0,0,-1.182199,1,0,12.57234,27,8,7.9922485,11.16006,0,0,0
217,1997,840,Philippines,10,,NPA,,0,0,-1.3862944,1,3.4965079,12.57234,28,8,8.0325975,11.18302,0,0,0
217,1998,840,Philippines,10,,NPA,,0,0,-1.4736364,1,0,12.57234,29,8,8.0654755,11.20541,0,0,0
217,1999,840,Philippines,10,,NPA,,0,0,-1.5649861,1,4.5432949,12.57234,30,8,8.0822325,11.19745,0,0,0
217,2000,840,Philippines,10,,NPA,,0,0,-1.4525955,1,4.9558272,12.57234,31,8,8.1679878,11.21794,0,0,0
217,2001,840,Philippines,10,,NPA,,0,0,-1.352896,1,4.5849681,12.57234,32,8,8.2494755,11.23805,0,0,0
217,2002,840,Philippines,10,,NPA,,51,0,-1.0995561,1,5.1984968,12.57234,33,8,8.2108717,11.26351,0,0,0
217,2003,840,Philippines,10,,NPA,,0,0,-1.6000482,1,5.4424181,12.57234,34,8,8.2537928,11.28356,0,1,51
217,2004,840,Philippines,10,,NPA,,0,0,-1.6000482,1,5.5834961,12.57234,35,8,8.2743387,11.3032,0,0,0
217,2005,840,Philippines,10,,NPA,,0,0,-1.5323021,1,5.47227,12.57234,36,8,8.3765278,11.32254,0,0,0
217,2006,840,Philippines,10,,NPA,,0,0,-1.5323021,1,5.7268481,12.57234,37,8,,11.34144,0,0,0
217,2007,840,Philippines,10,,NPA,,0,0,-1.8069689,1,4.8903489,12.57234,38,8,,11.37335,0,0,0
217,2008,840,Philippines,10,,NPA,,0,0,-1.8302258,1,5.1532922,12.57234,39,8,,11.39308,0,0,0
219,1990,52,Trinidad,183,,Jamaat al-Muslimeen,,0,,-1.6094379,0,3.5553479,7.8671169,0,9,8.932004,7.0950642,0,0,0
220,1989,840,Philippines,10,,Military Faction,,0,,-.73881727,1,6.721426,12.57234,2,8,7.7623577,10.98055,0,,
220,1990,840,Philippines,10,,Military Faction,,0,0,-.83411348,1,7.079185,12.57234,3,8,7.8101172,11.00372,0,,
223,1989,771,Bangladesh,126,,JSS/SB/Shanti Bahini,,38,,-2.8903718,0,3.2958369,10.14068,14,-5,7.0482302,11.55725,0,,
223,1990,771,Bangladesh,126,,JSS/SB/Shanti Bahini,,47,0,-2.7080503,0,3.7841899,10.14068,15,-5,7.1131339,11.57597,0,1,38
223,1991,771,Bangladesh,126,,JSS/SB/Shanti Bahini,,62,0,-3.0540011,0,3.258096,10.14068,16,-5,7.1720867,11.6061,0,1,47
223,1992,771,Bangladesh,126,,JSS/SB/Shanti Bahini,,52,0,-3.063391,0,3.583519,10.14068,17,6,7.2150121,11.60714,0,1,62
225,1989,92,El Salvador,120,,FMLN,,0,,-2.1535494,0,8.4914646,9.6422224,9,6,7.980988,8.5350332,0,,
225,1990,92,El Salvador,120,,FMLN,,0,0,-2.1535494,0,6.6293631,9.6422224,10,6,7.9936371,8.5550671,0,0,0
225,1991,92,El Salvador,120,,FMLN,,0,0,-2.1535494,0,4.4773369,9.6422224,11,6,7.9934716,8.5233736,0,0,0
228,1989,90,Guatemala,36,,URNG,,0,,-3.5145261,0,4.4067192,11.60007,7,3,7.8490467,9.0688915,6.0161572,,
228,1990,90,Guatemala,36,,URNG,,0,0,-3.5380564,0,4.2904601,11.60007,8,3,7.8922091,9.0977316,6.3952618,0,0
228,1991,90,Guatemala,36,,URNG,,0,0,-3.714855,0,4.174387,11.60007,9,3,7.9414911,9.1266327,5.872118,0,0
228,1992,90,Guatemala,36,,URNG,,0,0,-3.3787246,0,4.2046928,11.60007,10,3,7.9973841,9.1555672,5.7899604,0,0
228,1993,90,Guatemala,36,,URNG,,0,0,-3.8665607,0,4.077538,11.60007,11,3,7.9999404,9.1845093,5.0814042,0,0
228,1994,90,Guatemala,36,,URNG,,0,0,-3.8895502,0,3.526361,11.60007,12,3,8.0458412,9.213336,5.5254531,0,0
228,1995,90,Guatemala,36,,URNG,,0,0,-3.8895502,0,3.2958369,11.60007,13,3,8.0849352,9.242033,4.5643482,0,0
230,1994,70,Mexico,205,,EZLN,,0,,-3.7537992,0,4.9836068,11.55747,0,0,8.7607479,11.38482,0,0,0
231,1989,93,Nicaragua,140,,FDN/Contras,,0,,-1.3862944,0,6.259582,11.76763,7,-1,8.0734997,8.1947813,0,,
231,1990,93,Nicaragua,140,,FDN/Contras,,0,0,-1.1786549,0,3.7612,11.76763,8,-1,8.0109301,8.2281771,0,0,0
235,1989,135,Peru,95,,Sendero Luminoso,,171,,-3.1780539,1,7.4593391,13.67213,8,7,8.1678829,9.9371157,0,,
235,1990,135,Peru,95,,Sendero Luminoso,,98,0,-3.1780539,1,6.954639,13.67213,9,7,7.9907494,9.9576445,0,1,171
235,1991,135,Peru,95,,Sendero Luminoso,,147,0,-3.0445225,1,7.1530519,13.67213,10,8,8.0034838,9.9790115,0,1,98
235,1992,135,Peru,95,,Sendero Luminoso,,164,0,-2.7725887,1,6.892642,13.67213,11,8,8.0173731,9.9987068,0,1,147
235,1993,135,Peru,95,,Sendero Luminoso,,134,0,-2.799022,1,6.403574,13.67213,12,-3,8.0121374,10.01922,0,1,164
235,1994,135,Peru,95,,Sendero Luminoso,,0,0,-3.6463199,0,5.416101,13.67213,13,1,8.0464849,10.03184,0,1,134
235,1995,135,Peru,95,,Sendero Luminoso,,0,0,-3.6463199,0,5.187386,13.67213,14,1,8.1737642,10.04889,0,0,0
235,1996,135,Peru,95,,Sendero Luminoso,,0,0,-3.6463199,0,4.3944492,13.67213,15,1,8.259779,10.06612,0,0,0
235,1997,135,Peru,95,,Sendero Luminoso,,0,0,-4.339467,0,4.532599,13.67213,16,1,8.277936,10.0836,0,0,0
235,1998,135,Peru,95,,Sendero Luminoso,,0,0,-4.339467,0,3.258096,13.67213,17,1,8.3405113,10.10115,0,0,0
235,1999,135,Peru,95,,Sendero Luminoso,,0,0,-4.1853166,0,4.3307328,13.67213,18,1,8.3089533,10.11848,0,0,0
235,2007,135,Peru,95,,Sendero Luminoso,,0,,-5.4380794,0,3.4965079,13.67213,26,9,,10.24534,0,0,0
235,2008,135,Peru,95,,Sendero Luminoso,,0,0,-5.4380794,0,4.0430508,13.67213,27,9,,10.25703,0,0,0
237,1989,100,Colombia,92,,FARC,,0,,-2.8134105,1,5.46806,13.91009,25,8,8.2764559,10.34628,0,,
237,1990,100,Colombia,92,,FARC,,0,0,-2.8649621,1,6.1633148,13.91009,26,8,8.3279295,10.36454,4.5325994,0,0
237,1991,100,Colombia,92,,FARC,,0,0,-2.850147,1,6.5875502,13.91009,27,8,8.3916254,10.38282,3.7612002,0,0
237,1992,100,Colombia,92,,FARC,,0,0,-2.7654202,1,6.6320019,13.91009,28,9,8.4304972,10.39943,0,0,0
237,1993,100,Colombia,92,,FARC,,0,0,-3.4375651,1,5.2781148,13.91009,29,9,8.4602079,10.41607,0,0,0
237,1994,100,Colombia,92,,FARC,,35,0,-2.8794725,1,7.0246491,13.91009,30,9,8.5103722,10.43267,0,0,0
237,1995,100,Colombia,92,,FARC,,53,0,-2.8794725,1,6.71417,13.91009,31,9,8.5773268,10.44929,0,1,35
237,1996,100,Colombia,92,,FARC,,39,0,-2.8494403,1,7.0842271,13.91009,32,7,8.6301613,10.46593,0,1,53
237,1997,100,Colombia,92,,FARC,,31,0,-2.7808418,1,6.3189678,13.91009,33,7,8.6639977,10.48083,0,1,39
237,1998,100,Colombia,92,,FARC,,39,0,-2.2427666,1,6.8448148,13.91009,34,7,8.7017984,10.49576,0,1,31
237,1999,100,Colombia,92,,FARC,,30,0,-2.3407369,1,6.8394771,13.91009,35,7,8.6812334,10.61651,0,1,39
237,2000,100,Colombia,92,,FARC,,100,0,-2.4242821,1,6.9255948,13.91009,36,7,8.6671667,10.63499,0,1,30
237,2001,100,Colombia,92,,FARC,,97,0,-2.3210187,1,6.9782138,13.91009,37,7,8.7127075,10.65304,0,1,100
237,2002,100,Colombia,92,,FARC,,182,0,-2.309458,1,7.09091,13.91009,38,7,8.7156935,10.61658,0,1,97
237,2003,100,Colombia,92,,FARC,,109,0,-2.2531049,1,6.2166061,13.91009,39,7,8.7379227,10.62927,0,1,182
237,2004,100,Colombia,92,,FARC,,113,0,-2.154665,1,7.1188259,13.91009,40,7,8.7731247,10.64178,0,1,109
237,2005,100,Colombia,92,,FARC,,57,0,-2.154665,1,7.2370591,13.91009,41,7,8.8634739,10.65415,0,1,113
237,2006,100,Colombia,92,,FARC,,59,0,-2.154665,1,6.2205901,13.91009,42,7,,10.66637,0,1,57
237,2007,100,Colombia,92,,FARC,,0,0,-2.1972246,1,5.7620521,13.91009,43,7,,10.67833,0,1,59
237,2008,100,Colombia,92,,FARC,,27,0,-2.1972246,1,5.5012579,13.91009,44,7,,10.69026,0,0,0
239,1991,372,Georgia,185,,Anti-government alliance,,0,,-.1053606,0,4.0943451,10.5108,0,0,,,0,0,0
239,1992,372,Georgia,185,,Anti-government alliance,,0,0,.30492386,1,4.6347289,10.5108,1,4,8.2633324,8.6059361,0,0,0
241,1993,651,Egypt,196,,al-Gamaa al-Islamiyya,,0,,-3.713572,0,4.6151199,12.84074,12,-6,8.0269051,10.92844,0,0,0
241,1994,651,Egypt,196,,al-Gamaa al-Islamiyya,,0,0,-3.7841897,0,4.9836068,12.84074,13,-6,8.0626316,10.94178,0,0,0
241,1995,651,Egypt,196,,al-Gamaa al-Islamiyya,,40,0,-3.7750573,0,5.252274,12.84074,14,-6,8.100935,10.96563,0,0,0
241,1996,651,Egypt,196,,al-Gamaa al-Islamiyya,,64,0,-4.9881625,0,4.4773369,12.84074,15,-6,8.1451406,10.98912,0,1,40
